FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-08-29 15:55:15
ch,maxX(µm),FWHMX(µm),precX,fit
0,7.505,0.844,(±1%)
0,7.472,0.511,(±1%),(theoretical)
1,7.506,0.725,(±1%)
1,7.472,0.452,(±1%),(theoretical)
2,7.492,0.640,(±1%)
2,7.472,0.394,(±1%),(theoretical)
3,7.463,0.679,(±1%)
3,7.472,0.364,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,7.504,0.871,(±1%)
0,7.472,0.511,(±1%),(theoretical)
1,7.487,0.749,(±1%)
1,7.472,0.452,(±1%),(theoretical)
2,7.483,0.656,(±1%)
2,7.472,0.394,(±1%),(theoretical)
3,7.085,0.876,(±1%)
3,7.472,0.324,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,18.340,6.412,(±1?)
0,18.870,3.801,(±1?),(theoretical)
1,18.429,5.712,(±1?)
1,18.870,3.408,(±1?),(theoretical)
2,18.421,5.143,(±1?)
2,18.870,2.980,(±1?),(theoretical)
3,16.703,5.186,(±1?)
3,18.872,2.496,(±1?),(theoretical)


