FWHM Report - PSF:2 
HuPro 25.04.0p5 
2026-03-04 15:41:05
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.833,0.493,(±1?)
0,0.000,-----
1,3.810,0.448,(±1?)
1,0.000,-----
2,3.799,0.433,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.786,0.517,(±1?)
0,0.000,-----
1,3.777,0.458,(±1?)
1,0.000,-----
2,3.774,0.465,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.866,1.766,(±1?)
0,0.000,-----
1,5.916,1.491,(±1?)
1,0.000,-----
2,5.970,1.437,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----


