FWHM Report - PSF:5 
HuPro 25.04.0p5 
2025-08-29 16:00:19
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.152,0.254,(±1?)
0,2.179,0.271,(±1?),(theoretical)
1,2.163,0.227,(±1?)
1,2.179,0.242,(±1?),(theoretical)
2,2.157,0.201,(±1?)
2,2.179,0.210,(±1?),(theoretical)
3,2.233,0.185,(±1?)
3,2.179,0.175,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.179,0.341,(±1?)
0,2.179,0.271,(±1?),(theoretical)
1,2.177,0.282,(±1?)
1,2.179,0.242,(±1?),(theoretical)
2,2.161,0.288,(±1?)
2,2.179,0.210,(±1?),(theoretical)
3,1.863,0.208,(±1?)
3,2.179,0.175,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.750,0.737,(±1?)
0,2.841,0.674,(±1?),(theoretical)
1,2.761,0.721,(±1?)
1,2.847,0.612,(±1?),(theoretical)
2,2.842,0.689,(±1?)
2,2.837,0.544,(±1?),(theoretical)
3,2.021,0.562,(±1?)
3,2.842,0.462,(±1?),(theoretical)


