FWHM Report - PSF:8 
HuPro 25.04.0p5 
2025-08-29 16:06:16
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.072,0.236,(±1?)
0,2.076,0.264,(±1?),(theoretical)
1,2.072,0.209,(±1?)
1,2.076,0.236,(±1?),(theoretical)
2,2.072,0.183,(±1?)
2,2.076,0.207,(±1?),(theoretical)
3,2.084,0.183,(±1?)
3,2.076,0.172,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.064,0.329,(±1?)
0,2.076,0.264,(±1?),(theoretical)
1,2.067,0.273,(±1?)
1,2.076,0.236,(±1?),(theoretical)
2,2.067,0.247,(±1?)
2,2.076,0.207,(±1?),(theoretical)
3,2.077,0.215,(±1?)
3,2.076,0.172,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.712,0.727,(±1%)
0,2.763,0.625,(±1%),(theoretical)
1,2.617,0.615,(±1%)
1,2.765,0.569,(±1%),(theoretical)
2,2.532,0.538,(±1%)
2,2.750,0.511,(±1%),(theoretical)
3,2.504,0.514,(±1%)
3,2.747,0.438,(±1%),(theoretical)


