FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-12-19 12:07:43
ch,maxX(µm),FWHMX(µm),precX,fit
0,7.456,1.145,(±1%)
0,7.472,0.511,(±1%),(theoretical)
1,7.416,1.287,(±1%)
1,7.472,0.452,(±1%),(theoretical)
2,7.346,1.325,(±1%)
2,7.472,0.394,(±1%),(theoretical)
3,7.394,1.389,(±1%)
3,7.472,0.364,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,7.523,1.098,(±1%)
0,7.472,0.511,(±1%),(theoretical)
1,7.514,1.016,(±1%)
1,7.472,0.452,(±1%),(theoretical)
2,7.519,1.073,(±1%)
2,7.472,0.394,(±1%),(theoretical)
3,7.552,1.149,(±1%)
3,7.472,0.324,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,18.499,7.338,(±1?)
0,18.890,3.800,(±1?),(theoretical)
1,18.391,6.690,(±1?)
1,18.891,3.409,(±1?),(theoretical)
2,18.530,6.760,(±1?)
2,18.893,2.981,(±1?),(theoretical)
3,18.892,6.563,(±1?)
3,18.897,2.496,(±1?),(theoretical)


