FWHM Report - PSF:4 
HuPro 25.04.0p5 
2025-12-19 12:15:57
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.171,0.255,(±1?)
0,2.179,0.271,(±1?),(theoretical)
1,2.171,0.226,(±1?)
1,2.179,0.242,(±1?),(theoretical)
2,2.178,0.190,(±1?)
2,2.179,0.210,(±1?),(theoretical)
3,2.277,0.178,(±1?)
3,2.179,0.175,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.180,0.343,(±1?)
0,2.179,0.271,(±1?),(theoretical)
1,2.172,0.289,(±1?)
1,2.179,0.242,(±1?),(theoretical)
2,2.179,0.287,(±1?)
2,2.179,0.210,(±1?),(theoretical)
3,1.920,0.223,(±1?)
3,2.179,0.175,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.790,0.675,(±1?)
0,2.841,0.674,(±1?),(theoretical)
1,2.743,0.621,(±1?)
1,2.847,0.612,(±1?),(theoretical)
2,2.741,0.696,(±1?)
2,2.837,0.544,(±1?),(theoretical)
3,2.190,0.540,(±1?)
3,2.842,0.462,(±1?),(theoretical)


