FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-12-19 12:24:11
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.902,0.248,(±1%)
0,1.977,0.265,(±1%),(theoretical)
1,2.126,0.266,(±1%)
1,1.977,0.241,(±1%),(theoretical)
2,1.985,0.282,(±1%)
2,1.977,0.209,(±1%),(theoretical)
3,1.971,0.180,(±1%)
3,1.977,0.173,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.004,0.450,(±1%)
0,1.977,0.265,(±1%),(theoretical)
1,2.025,0.291,(±1%)
1,1.977,0.241,(±1%),(theoretical)
2,1.993,0.446,(±1%)
2,1.977,0.209,(±1%),(theoretical)
3,1.991,0.203,(±1%)
3,1.977,0.173,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.651,0.825,(±1?)
0,2.420,0.610,(±1?),(theoretical)
1,2.323,0.747,(±1?)
1,2.424,0.563,(±1?),(theoretical)
2,2.350,0.875,(±1?)
2,2.428,0.509,(±1?),(theoretical)
3,2.376,0.468,(±1?)
3,2.440,0.437,(±1?),(theoretical)


