FWHM Report - PSF:0 
HuPro 25.04.0p5 
2026-03-04 15:38:18
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.874,0.237,(±1%)
0,1.868,0.257,(±1%),(theoretical)
1,1.870,0.224,(±1%)
1,1.868,0.235,(±1%),(theoretical)
2,1.867,0.187,(±1%)
2,1.868,0.207,(±1%),(theoretical)
3,1.883,0.173,(±1%)
3,1.868,0.170,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.867,0.315,(±1%)
0,1.868,0.257,(±1%),(theoretical)
1,1.879,0.306,(±1%)
1,1.868,0.235,(±1%),(theoretical)
2,1.868,0.265,(±1%)
2,1.868,0.207,(±1%),(theoretical)
3,1.897,0.192,(±1%)
3,1.868,0.170,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.210,0.544,(±1%)
0,2.218,0.572,(±1%),(theoretical)
1,2.185,0.472,(±1%)
1,2.229,0.532,(±1%),(theoretical)
2,2.162,0.423,(±1%)
2,2.229,0.485,(±1%),(theoretical)
3,2.036,0.464,(±1%)
3,2.237,0.422,(±1%),(theoretical)


