FWHM Report - PSF:3 
HuPro 25.04.0p5 
2026-03-04 15:42:00
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.974,1.025,(±1%)
0,0.000,-----
1,6.989,0.946,(±1%)
1,0.000,-----
2,6.927,0.913,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,7.004,0.967,(±1%)
0,0.000,-----
1,6.991,0.878,(±1%)
1,0.000,-----
2,6.964,0.867,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,17.138,6.264,(indet)
0,0.000,-----
1,17.307,5.782,(indet)
1,0.000,-----
2,17.393,5.484,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----


