FWHM Report - PSF:3 
HuPro 26.04.0p0 
2026-08-05 11:45:45
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.280,0.318,(±1‰)
0,2.273,0.183,(±1‰),(theoretical)
1,2.263,0.381,(±1‰)
1,2.273,0.223,(±1‰),(theoretical)
2,2.258,0.400,(±1‰)
2,2.273,0.253,(±1‰),(theoretical)
3,2.261,0.440,(±1‰)
3,2.273,0.279,(±1‰),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.262,0.334,(±1‰)
0,2.273,0.183,(±1‰),(theoretical)
1,2.294,0.372,(±1‰)
1,2.273,0.223,(±1‰),(theoretical)
2,2.274,0.406,(±1‰)
2,2.273,0.253,(±1‰),(theoretical)
3,2.277,0.460,(±1‰)
3,2.273,0.279,(±1‰),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.271,1.097,(±1‰)
0,3.374,0.506,(±1‰),(theoretical)
1,3.428,1.289,(±1‰)
1,3.378,0.590,(±1‰),(theoretical)
2,3.469,1.418,(±1‰)
2,3.381,0.652,(±1‰),(theoretical)
3,3.496,1.666,(±1‰)
3,3.385,0.711,(±1‰),(theoretical)


