FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-08-05 11:42:49
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.984,0.401,(±1%)
0,2.727,0.207,(±1%),(theoretical)
1,2.721,0.354,(±1%)
1,2.727,0.252,(±1%),(theoretical)
2,2.730,0.380,(±1%)
2,2.727,0.288,(±1%),(theoretical)
3,2.730,0.456,(±1%)
3,2.727,0.318,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.573,0.403,(±1%)
0,2.727,0.207,(±1%),(theoretical)
1,2.681,0.376,(±1%)
1,2.727,0.252,(±1%),(theoretical)
2,2.693,0.389,(±1%)
2,2.727,0.288,(±1%),(theoretical)
3,2.677,0.478,(±1%)
3,2.727,0.318,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,1.242,1.949,(±1%)
0,4.325,0.731,(±1%),(theoretical)
1,3.985,1.750,(±1%)
1,4.331,0.846,(±1%),(theoretical)
2,4.325,1.751,(±1%)
2,4.336,0.928,(±1%),(theoretical)
3,4.358,1.985,(±1%)
3,4.340,1.008,(±1%),(theoretical)


