FWHM Report - PSF:4 
HuPro 26.04.0p0 
2026-05-27 15:48:13
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.977,0.382,(±1%)
0,2.727,0.210,(±1%),(theoretical)
1,2.732,0.359,(±1%)
1,2.727,0.256,(±1%),(theoretical)
2,2.735,0.368,(±1%)
2,2.727,0.292,(±1%),(theoretical)
3,2.739,0.426,(±1%)
3,2.727,0.322,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.583,0.363,(±1%)
0,2.727,0.210,(±1%),(theoretical)
1,2.698,0.376,(±1%)
1,2.727,0.256,(±1%),(theoretical)
2,2.713,0.363,(±1%)
2,2.727,0.292,(±1%),(theoretical)
3,2.695,0.428,(±1%)
3,2.727,0.322,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,1.580,1.718,(±1%)
0,4.496,0.740,(±1%),(theoretical)
1,4.256,1.705,(±1%)
1,4.502,0.856,(±1%),(theoretical)
2,4.518,1.642,(±1%)
2,4.506,0.941,(±1%),(theoretical)
3,4.540,1.787,(±1%)
3,4.509,1.022,(±1%),(theoretical)


