FWHM Report - PSF:6 
HuPro 26.04.0p0 
2026-08-05 11:51:26
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.749,0.681,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.670,0.762,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.698,0.881,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.621,0.962,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.270,0.679,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.685,0.783,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.794,0.877,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.691,0.963,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,17.016,4.863,(±1‰)
0,19.534,3.369,(±1‰),(theoretical)
1,21.709,5.465,(±1‰)
1,19.592,3.883,(±1‰),(theoretical)
2,22.325,6.150,(±1‰)
2,19.655,4.252,(±1‰),(theoretical)
3,21.671,6.822,(±1‰)
3,19.716,4.612,(±1‰),(theoretical)


