FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-05-27 15:45:30
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.824,0.605,(±1%)
0,6.392,0.364,(±1%),(theoretical)
1,6.389,0.762,(±1%)
1,6.392,0.444,(±1%),(theoretical)
2,6.397,0.827,(±1%)
2,6.392,0.510,(±1%),(theoretical)
3,6.389,0.926,(±1%)
3,6.392,0.567,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.225,0.590,(±1%)
0,6.392,0.364,(±1%),(theoretical)
1,6.404,0.686,(±1%)
1,6.392,0.444,(±1%),(theoretical)
2,6.385,0.749,(±1%)
2,6.392,0.510,(±1%),(theoretical)
3,6.377,0.858,(±1%)
3,6.392,0.567,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,15.922,4.926,(±1‰)
0,20.127,3.090,(±1‰),(theoretical)
1,20.110,5.663,(±1‰)
1,20.298,3.633,(±1‰),(theoretical)
2,20.098,6.177,(±1‰)
2,20.298,4.013,(±1‰),(theoretical)
3,20.033,6.770,(±1‰)
3,20.298,4.382,(±1‰),(theoretical)


