FWHM Report - PSF:7 
HuPro 26.04.0p0 
2026-08-05 11:52:40
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.725,0.489,(±10%)
0,3.640,0.241,(±10%),(theoretical)
1,3.647,0.550,(±10%)
1,3.640,0.263,(±10%),(theoretical)
2,3.658,0.582,(±10%)
2,3.640,0.295,(±10%),(theoretical)
3,3.662,0.665,(±10%)
3,3.640,0.328,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.521,0.446,(±10%)
0,3.640,0.212,(±10%),(theoretical)
1,3.678,0.465,(±10%)
1,3.640,0.259,(±10%),(theoretical)
2,3.663,0.515,(±10%)
2,3.640,0.295,(±10%),(theoretical)
3,3.666,0.613,(±10%)
3,3.640,0.328,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.445,2.611,(±1‰)
0,6.384,1.000,(±1‰),(theoretical)
1,6.524,2.919,(±1‰)
1,6.439,1.139,(±1‰),(theoretical)
2,6.425,3.154,(±1‰)
2,6.440,1.247,(±1‰),(theoretical)
3,6.486,3.614,(±1‰)
3,6.472,1.363,(±1‰),(theoretical)


