FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-07-31 12:27:32
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.741,0.879,(±1%)
0,2.727,0.207,(±1%),(theoretical)
1,2.736,0.314,(±1%)
1,2.727,0.252,(±1%),(theoretical)
2,2.737,0.342,(±1%)
2,2.727,0.288,(±1%),(theoretical)
3,2.732,0.397,(±1%)
3,2.727,0.318,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.814,0.889,(±1%)
0,2.727,0.207,(±1%),(theoretical)
1,2.666,0.320,(±1%)
1,2.727,0.252,(±1%),(theoretical)
2,2.671,0.351,(±1%)
2,2.727,0.288,(±1%),(theoretical)
3,2.666,0.406,(±1%)
3,2.727,0.318,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.580,3.749,(±1%)
0,4.337,0.731,(±1%),(theoretical)
1,4.209,1.607,(±1%)
1,4.328,0.846,(±1%),(theoretical)
2,4.401,1.582,(±1%)
2,4.282,0.929,(±1%),(theoretical)
3,4.405,1.675,(±1%)
3,4.287,1.008,(±1%),(theoretical)


