FWHM Report - PSF:0 
HuPro 26.04.0p0 
2026-07-31 12:16:46
ch,maxX(µm),FWHMX(µm),precX,fit
0,0.000,-----
0,0.000,-----
1,5.398,0.536,(±1‰)
1,0.000,-----
2,5.406,0.571,(±1‰)
2,0.000,-----
3,5.397,0.628,(±1‰)
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,0.000,-----
0,0.000,-----
1,5.366,0.500,(±1‰)
1,0.000,-----
2,5.367,0.540,(±1‰)
2,0.000,-----
3,5.373,0.593,(±1‰)
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,0.000,-----
0,0.000,-----
1,4.465,1.184,(±1‰)
1,0.000,-----
2,4.519,1.269,(±1‰)
2,0.000,-----
3,4.514,1.388,(±1‰)
3,0.000,-----


