FWHM Report - PSF:1 
HuPro 26.04.0p0 
2026-08-05 11:40:34
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.786,0.475,(±1%)
0,3.653,0.212,(±1%),(theoretical)
1,3.639,0.527,(±1%)
1,3.653,0.257,(±1%),(theoretical)
2,3.659,0.554,(±1%)
2,3.653,0.295,(±1%),(theoretical)
3,3.648,0.668,(±1%)
3,3.653,0.328,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.578,0.415,(±1%)
0,3.653,0.212,(±1%),(theoretical)
1,3.673,0.480,(±1%)
1,3.653,0.257,(±1%),(theoretical)
2,3.663,0.491,(±1%)
2,3.653,0.295,(±1%),(theoretical)
3,3.668,0.601,(±1%)
3,3.653,0.328,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.308,2.537,(±1%)
0,6.480,0.841,(±1%),(theoretical)
1,6.609,2.901,(±1%)
1,6.489,0.969,(±1%),(theoretical)
2,6.573,3.088,(±1%)
2,6.473,1.064,(±1%),(theoretical)
3,6.573,3.579,(±1%)
3,6.475,1.157,(±1%),(theoretical)


