FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-12-19 10:53:53
ch,maxX(µm),FWHMX(µm),precX,fit
0,4.366,0.907,(±10%)
0,4.443,0.329,(±10%),(theoretical)
1,4.318,0.938,(±10%)
1,4.443,0.331,(±10%),(theoretical)
2,4.398,0.806,(±10%)
2,4.443,0.304,(±10%),(theoretical)
3,4.470,0.931,(±10%)
3,4.443,0.309,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.464,0.658,(±10%)
0,4.443,0.305,(±10%),(theoretical)
1,4.469,0.587,(±10%)
1,4.443,0.308,(±10%),(theoretical)
2,4.491,0.549,(±10%)
2,4.443,0.279,(±10%),(theoretical)
3,4.462,0.795,(±10%)
3,4.443,0.286,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.157,2.269,(±1%)
0,6.598,0.824,(±1%),(theoretical)
1,6.099,2.260,(±1%)
1,6.597,0.795,(±1%),(theoretical)
2,6.387,1.880,(±1%)
2,6.615,0.713,(±1%),(theoretical)
3,6.632,3.347,(±1%)
3,6.613,0.700,(±1%),(theoretical)


