FWHM Report - PSF:2 
HuPro 25.04.0p5 
2026-04-01 15:02:32
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.997,0.243,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.992,0.232,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.995,0.290,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.985,0.308,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.979,0.229,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.999,0.225,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.992,0.245,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.989,0.278,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.893,0.629,(±1%)
0,2.891,0.494,(±1%),(theoretical)
1,2.877,0.638,(±1%)
1,2.893,0.571,(±1%),(theoretical)
2,2.885,0.714,(±1%)
2,2.895,0.628,(±1%),(theoretical)
3,2.874,0.798,(±1%)
3,2.870,0.682,(±1%),(theoretical)


