FWHM Report - PSF:0 
HuPro 26.04.0p0 
2026-04-29 15:10:12
ch,maxX(µm),FWHMX(µm),precX,fit
0,7.435,0.778,(±1%)
0,0.000,-----
1,7.449,0.685,(±1%)
1,0.000,-----
2,7.440,0.676,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,7.539,0.833,(±1%)
0,0.000,-----
1,7.520,0.671,(±1%)
1,0.000,-----
2,7.567,0.665,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,19.930,5.631,(indet)
0,0.000,-----
1,19.837,5.120,(indet)
1,0.000,-----
2,20.117,4.689,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----


