FWHM Report - PSF:6 
HuPro 25.04.0p5 
2026-04-01 15:19:52
ch,maxX(µm),FWHMX(µm),precX,fit
0,4.065,0.480,(±1?)
0,0.000,-----
1,4.063,0.448,(±1?)
1,0.000,-----
2,4.058,0.468,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.002,0.479,(±1?)
0,0.000,-----
1,4.015,0.447,(±1?)
1,0.000,-----
2,4.034,0.465,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.071,1.712,(±1?)
0,0.000,-----
1,6.062,1.483,(±1?)
1,0.000,-----
2,5.974,1.320,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----


