FWHM Report - PSF:4 
HuPro 26.04.0p0 
2026-07-28 14:56:55
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.035,0.308,(±1%)
0,2.033,0.266,(±1%),(theoretical)
1,2.045,0.282,(±1%)
1,2.033,0.234,(±1%),(theoretical)
2,2.036,0.247,(±1%)
2,2.033,0.206,(±1%),(theoretical)
3,2.051,0.221,(±1%)
3,2.033,0.172,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.076,0.260,(±1%)
0,2.033,0.266,(±1%),(theoretical)
1,2.070,0.223,(±1%)
1,2.033,0.234,(±1%),(theoretical)
2,2.074,0.220,(±1%)
2,2.033,0.206,(±1%),(theoretical)
3,2.116,0.217,(±1%)
3,2.033,0.172,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.626,0.755,(±1%)
0,2.643,0.617,(±1%),(theoretical)
1,2.622,0.689,(±1%)
1,2.642,0.558,(±1%),(theoretical)
2,2.649,0.715,(±1%)
2,2.631,0.495,(±1%),(theoretical)
3,2.837,0.647,(±1%)
3,2.621,0.423,(±1%),(theoretical)


