FWHM Report - PSF:3 
HuPro 26.04.0p0 
2026-04-29 15:31:18
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.060,0.328,(±1%)
0,2.033,0.266,(±1%),(theoretical)
1,2.055,0.296,(±1%)
1,2.033,0.234,(±1%),(theoretical)
2,2.045,0.264,(±1%)
2,2.033,0.206,(±1%),(theoretical)
3,2.049,0.243,(±1%)
3,2.033,0.172,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.085,0.262,(±1%)
0,2.033,0.266,(±1%),(theoretical)
1,2.074,0.223,(±1%)
1,2.033,0.234,(±1%),(theoretical)
2,2.074,0.215,(±1%)
2,2.033,0.206,(±1%),(theoretical)
3,2.101,0.222,(±1%)
3,2.033,0.172,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.620,0.801,(±1%)
0,2.643,0.617,(±1%),(theoretical)
1,2.621,0.704,(±1%)
1,2.642,0.558,(±1%),(theoretical)
2,2.652,0.722,(±1%)
2,2.631,0.495,(±1%),(theoretical)
3,2.810,0.672,(±1%)
3,2.621,0.423,(±1%),(theoretical)


