FWHM Report - PSF:7 
HuPro 25.04.0p5 
2026-04-01 15:21:45
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.066,0.322,(±1%)
0,2.076,0.271,(±1%),(theoretical)
1,2.073,0.273,(±1%)
1,2.076,0.239,(±1%),(theoretical)
2,2.046,0.243,(±1%)
2,2.076,0.208,(±1%),(theoretical)
3,2.069,0.201,(±1%)
3,2.076,0.176,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.081,0.252,(±1%)
0,2.076,0.271,(±1%),(theoretical)
1,2.083,0.211,(±1%)
1,2.076,0.239,(±1%),(theoretical)
2,2.076,0.221,(±1%)
2,2.076,0.208,(±1%),(theoretical)
3,1.984,0.361,(±1%)
3,2.076,0.176,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.535,0.788,(±1%)
0,2.601,0.642,(±1%),(theoretical)
1,2.545,0.664,(±1%)
1,2.595,0.582,(±1%),(theoretical)
2,2.563,0.657,(±1%)
2,2.591,0.517,(±1%),(theoretical)
3,2.701,0.680,(±1%)
3,2.604,0.444,(±1%),(theoretical)


