FWHM Report - PSF:0 
HuPro 26.04.0p0 
2026-07-28 14:32:08
ch,maxX(µm),FWHMX(µm),precX,fit
0,7.464,0.751,(±1%)
0,0.000,-----
1,7.475,0.729,(±1%)
1,0.000,-----
2,7.551,0.958,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,7.515,0.790,(±1%)
0,0.000,-----
1,7.527,0.727,(±1%)
1,0.000,-----
2,7.756,0.998,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,19.785,5.538,(indet)
0,0.000,-----
1,19.709,4.949,(indet)
1,0.000,-----
2,20.355,5.641,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----


