FWHM Report - PSF:8 
HuPro 25.04.0p5 
2026-04-01 15:23:29
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.040,0.307,(±1%)
0,2.033,0.271,(±1%),(theoretical)
1,2.043,0.266,(±1%)
1,2.033,0.238,(±1%),(theoretical)
2,2.030,0.244,(±1%)
2,2.033,0.209,(±1%),(theoretical)
3,2.048,0.216,(±1%)
3,2.033,0.175,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.005,0.251,(±1%)
0,2.033,0.271,(±1%),(theoretical)
1,2.010,0.221,(±1%)
1,2.033,0.238,(±1%),(theoretical)
2,1.999,0.230,(±1%)
2,2.033,0.209,(±1%),(theoretical)
3,1.977,0.197,(±1%)
3,2.033,0.175,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.629,0.715,(±1%)
0,2.627,0.645,(±1%),(theoretical)
1,2.618,0.662,(±1%)
1,2.648,0.585,(±1%),(theoretical)
2,2.653,0.711,(±1%)
2,2.642,0.521,(±1%),(theoretical)
3,2.775,0.575,(±1%)
3,2.628,0.448,(±1%),(theoretical)


