FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-07-28 14:47:51
ch,maxX(µm),FWHMX(µm),precX,fit
0,4.098,0.453,(±1‰)
0,0.000,-----
1,4.087,0.433,(±1‰)
1,0.000,-----
2,4.093,0.456,(±1‰)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.112,0.473,(±1‰)
0,0.000,-----
1,4.103,0.438,(±1‰)
1,0.000,-----
2,4.114,0.482,(±1‰)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.110,1.607,(±1‰)
0,0.000,-----
1,6.046,1.405,(±1‰)
1,0.000,-----
2,5.983,1.354,(±1‰)
2,0.000,-----
3,0.000,-----
3,0.000,-----


