FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-04-29 15:24:35
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.120,0.338,(±1%)
0,2.076,0.267,(±1%),(theoretical)
1,2.136,0.362,(±1%)
1,2.076,0.235,(±1%),(theoretical)
2,2.086,0.280,(±1%)
2,2.076,0.206,(±1%),(theoretical)
3,2.025,0.236,(±1%)
3,2.076,0.174,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.032,0.292,(±1%)
0,2.076,0.267,(±1%),(theoretical)
1,2.004,0.308,(±1%)
1,2.076,0.235,(±1%),(theoretical)
2,2.043,0.240,(±1%)
2,2.076,0.206,(±1%),(theoretical)
3,2.067,0.218,(±1%)
3,2.076,0.174,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.466,1.046,(±1%)
0,2.601,0.624,(±1%),(theoretical)
1,2.477,0.934,(±1%)
1,2.594,0.565,(±1%),(theoretical)
2,2.501,0.841,(±1%)
2,2.616,0.503,(±1%),(theoretical)
3,2.540,0.777,(±1%)
3,2.603,0.432,(±1%),(theoretical)


