FWHM Report - PSF:1 
HuPro 26.04.0p0 
2026-08-19 11:35:02
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.001,0.203,(±1%)
0,1.989,0.178,(±1%),(theoretical)
1,1.986,0.250,(±1%)
1,1.989,0.216,(±1%),(theoretical)
2,1.988,0.294,(±1%)
2,1.989,0.245,(±1%),(theoretical)
3,1.984,0.334,(±1%)
3,1.989,0.268,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.769,0.295,(±1%)
0,1.989,0.178,(±1%),(theoretical)
1,1.988,0.215,(±1%)
1,1.989,0.216,(±1%),(theoretical)
2,1.988,0.232,(±1%)
2,1.989,0.245,(±1%),(theoretical)
3,1.987,0.271,(±1%)
3,1.989,0.268,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.229,0.608,(±1%)
0,2.881,0.477,(±1%),(theoretical)
1,2.842,0.670,(±1%)
1,2.883,0.551,(±1%),(theoretical)
2,2.872,0.705,(±1%)
2,2.885,0.607,(±1%),(theoretical)
3,2.859,0.792,(±1%)
3,2.870,0.660,(±1%),(theoretical)


