FWHM Report - PSF:5 
HuPro 26.04.0p0 
2026-05-14 13:54:33
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.988,0.235,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.986,0.253,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.983,0.290,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.980,0.313,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.921,0.243,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.971,0.227,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.987,0.239,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.985,0.256,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.777,0.661,(±1%)
0,2.866,0.462,(±1%),(theoretical)
1,2.923,0.790,(±1%)
1,2.863,0.535,(±1%),(theoretical)
2,2.862,0.762,(±1%)
2,2.862,0.589,(±1%),(theoretical)
3,2.881,0.819,(±1%)
3,2.877,0.641,(±1%),(theoretical)


