FWHM Report - PSF:7 
HuPro 26.04.0p0 
2026-05-14 16:16:50
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.807,0.212,(±1%)
0,1.804,0.173,(±1%),(theoretical)
1,1.798,0.242,(±1%)
1,1.804,0.210,(±1%),(theoretical)
2,1.808,0.292,(±1%)
2,1.804,0.237,(±1%),(theoretical)
3,1.805,0.300,(±1%)
3,1.804,0.256,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.796,0.187,(±1%)
0,1.804,0.173,(±1%),(theoretical)
1,1.800,0.209,(±1%)
1,1.804,0.210,(±1%),(theoretical)
2,1.804,0.228,(±1%)
2,1.804,0.237,(±1%),(theoretical)
3,1.804,0.239,(±1%)
3,1.804,0.256,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.376,0.657,(±1%)
0,2.353,0.430,(±1%),(theoretical)
1,2.335,0.716,(±1%)
1,2.355,0.494,(±1%),(theoretical)
2,2.363,0.775,(±1%)
2,2.349,0.542,(±1%),(theoretical)
3,2.370,0.786,(±1%)
3,2.339,0.587,(±1%),(theoretical)


