FWHM Report - PSF:2 
HuPro 25.04.0p5 
2026-01-15 15:35:56
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.968,0.220,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.983,0.258,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.980,0.309,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.965,0.334,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.910,0.241,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.989,0.213,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.993,0.246,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.991,0.279,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.010,0.649,(±1%)
0,2.882,0.490,(±1%),(theoretical)
1,2.857,0.730,(±1%)
1,2.884,0.565,(±1%),(theoretical)
2,2.884,0.782,(±1%)
2,2.867,0.621,(±1%),(theoretical)
3,2.865,0.857,(±1%)
3,2.861,0.675,(±1%),(theoretical)


