FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-10-02 15:53:07
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.329,0.566,(indet)
0,3.412,0.271,(indet),(theoretical)
1,3.366,0.644,(indet)
1,3.412,0.297,(indet),(theoretical)
2,3.401,0.627,(indet)
2,3.412,0.323,(indet),(theoretical)
3,3.401,0.645,(indet)
3,3.412,0.350,(indet),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.437,0.598,(indet)
0,3.412,0.213,(indet),(theoretical)
1,3.438,0.704,(indet)
1,3.412,0.243,(indet),(theoretical)
2,3.406,0.629,(indet)
2,3.412,0.278,(indet),(theoretical)
3,3.397,0.664,(indet)
3,3.412,0.311,(indet),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.468,1.609,(±10%)
0,5.506,1.001,(±10%),(theoretical)
1,5.611,1.772,(±10%)
1,5.497,1.142,(±10%),(theoretical)
2,5.588,1.793,(±10%)
2,5.490,1.251,(±10%),(theoretical)
3,5.678,2.064,(±10%)
3,5.482,1.367,(±10%),(theoretical)


