FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-11-04 16:21:30
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.930,0.221,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.944,0.247,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.948,0.271,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.942,0.307,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.817,0.281,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.934,0.221,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.947,0.223,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.947,0.252,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.989,0.705,(±1?)
0,2.769,0.471,(±1?),(theoretical)
1,2.755,0.734,(±1?)
1,2.773,0.545,(±1?),(theoretical)
2,2.776,0.741,(±1?)
2,2.769,0.599,(±1?),(theoretical)
3,2.771,0.829,(±1?)
3,2.761,0.651,(±1?),(theoretical)


