FWHM Report - PSF:1 
HuPro 25.04.0p5 
2025-11-04 16:05:59
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.380,0.457,(±10%)
0,3.412,0.230,(±10%),(theoretical)
1,3.432,0.521,(±10%)
1,3.412,0.262,(±10%),(theoretical)
2,3.433,0.511,(±10%)
2,3.412,0.277,(±10%),(theoretical)
3,3.424,0.549,(±10%)
3,3.412,0.309,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.365,0.469,(±10%)
0,3.412,0.199,(±10%),(theoretical)
1,3.375,0.564,(±10%)
1,3.412,0.242,(±10%),(theoretical)
2,3.375,0.511,(±10%)
2,3.412,0.277,(±10%),(theoretical)
3,3.353,0.558,(±10%)
3,3.412,0.309,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.471,1.292,(±1%)
0,5.412,0.993,(±1%),(theoretical)
1,5.444,1.419,(±1%)
1,5.405,1.137,(±1%),(theoretical)
2,5.427,1.572,(±1%)
2,5.399,1.245,(±1%),(theoretical)
3,5.451,1.730,(±1%)
3,5.412,1.359,(±1%),(theoretical)


