FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-11-04 16:03:54
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.231,0.632,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.415,0.749,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.405,0.802,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.396,0.876,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.351,0.681,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.316,0.792,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.341,0.790,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.311,0.890,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,20.588,4.610,(±1?)
0,18.657,3.602,(±1?),(theoretical)
1,19.020,5.423,(±1?)
1,18.552,4.108,(±1?),(theoretical)
2,18.964,5.944,(±1?)
2,18.479,4.482,(±1?),(theoretical)
3,19.122,6.684,(±1?)
3,18.416,4.841,(±1?),(theoretical)


