FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-10-14 16:28:28
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.798,0.235,(±1%)
0,1.804,0.169,(±1%),(theoretical)
1,1.805,0.233,(±1%)
1,1.804,0.205,(±1%),(theoretical)
2,1.808,0.272,(±1%)
2,1.804,0.232,(±1%),(theoretical)
3,1.791,0.327,(±1%)
3,1.804,0.253,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.763,0.216,(±1%)
0,1.804,0.169,(±1%),(theoretical)
1,1.801,0.204,(±1%)
1,1.804,0.205,(±1%),(theoretical)
2,1.803,0.218,(±1%)
2,1.804,0.232,(±1%),(theoretical)
3,1.803,0.279,(±1%)
3,1.804,0.253,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.280,0.705,(±1?)
0,2.353,0.394,(±1?),(theoretical)
1,2.384,0.631,(±1?)
1,2.367,0.453,(±1?),(theoretical)
2,2.349,0.646,(±1?)
2,2.369,0.501,(±1?),(theoretical)
3,2.318,0.787,(±1?)
3,2.363,0.547,(±1?),(theoretical)


