FWHM Report - PSF:6 
HuPro 26.04.0p0 
2026-09-08 16:37:14
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.974,0.201,(±1%)
0,1.989,0.181,(±1%),(theoretical)
1,1.984,0.235,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.987,0.268,(±1%)
2,1.989,0.249,(±1%),(theoretical)
3,1.984,0.298,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.000,0.254,(±1%)
0,1.989,0.181,(±1%),(theoretical)
1,1.993,0.195,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.990,0.219,(±1%)
2,1.989,0.249,(±1%),(theoretical)
3,1.991,0.249,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.600,1.231,(±1%)
0,2.886,0.495,(±1%),(theoretical)
1,2.876,0.677,(±1%)
1,2.888,0.572,(±1%),(theoretical)
2,2.882,0.730,(±1%)
2,2.889,0.629,(±1%),(theoretical)
3,2.865,0.817,(±1%)
3,2.881,0.685,(±1%),(theoretical)


