FWHM Report - PSF:2 
HuPro 25.04.0p5 
2025-08-29 15:37:41
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.873,0.242,(±1%)
0,1.864,0.247,(±1%),(theoretical)
1,1.877,0.218,(±1%)
1,1.864,0.227,(±1%),(theoretical)
2,1.875,0.183,(±1%)
2,1.864,0.202,(±1%),(theoretical)
3,1.883,0.179,(±1%)
3,1.864,0.169,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.872,0.293,(±1%)
0,1.864,0.247,(±1%),(theoretical)
1,1.871,0.274,(±1%)
1,1.864,0.227,(±1%),(theoretical)
2,1.872,0.231,(±1%)
2,1.864,0.202,(±1%),(theoretical)
3,1.908,0.202,(±1%)
3,1.864,0.169,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.410,0.629,(±1%)
0,2.371,0.470,(±1%),(theoretical)
1,2.396,0.550,(±1%)
1,2.375,0.426,(±1%),(theoretical)
2,2.368,0.481,(±1%)
2,2.362,0.387,(±1%),(theoretical)
3,2.394,0.407,(±1%)
3,2.372,0.336,(±1%),(theoretical)


