FWHM Report - PSF:1 
HuPro 25.04.0p5 
2025-08-29 13:21:05
ch,maxX(µm),FWHMX(µm),precX,fit
0,4.484,0.541,(indet)
0,4.475,0.347,(indet),(theoretical)
1,4.484,0.488,(indet)
1,4.475,0.317,(indet),(theoretical)
2,4.480,0.455,(indet)
2,4.475,0.292,(indet),(theoretical)
3,4.454,0.455,(indet)
3,4.475,0.245,(indet),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.455,0.527,(indet)
0,4.475,0.303,(indet),(theoretical)
1,4.471,0.471,(indet)
1,4.475,0.267,(indet),(theoretical)
2,4.458,0.441,(indet)
2,4.475,0.235,(indet),(theoretical)
3,4.473,0.417,(indet)
3,4.475,0.211,(indet),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.068,2.371,(±1%)
0,6.258,1.426,(±1%),(theoretical)
1,6.120,2.054,(±1%)
1,6.271,1.267,(±1%),(theoretical)
2,6.218,1.748,(±1%)
2,6.283,1.118,(±1%),(theoretical)
3,5.607,1.556,(±1%)
3,6.293,0.935,(±1%),(theoretical)


