FWHM Report - PSF:4 
HuPro 25.04.0p5 
2025-08-29 13:26:19
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.945,0.244,(±1?)
0,1.933,0.243,(±1?),(theoretical)
1,1.940,0.219,(±1?)
1,1.933,0.222,(±1?),(theoretical)
2,1.948,0.193,(±1?)
2,1.933,0.201,(±1?),(theoretical)
3,1.995,0.189,(±1?)
3,1.933,0.169,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.936,0.284,(±1?)
0,1.933,0.243,(±1?),(theoretical)
1,1.932,0.251,(±1?)
1,1.933,0.222,(±1?),(theoretical)
2,1.934,0.231,(±1?)
2,1.933,0.201,(±1?),(theoretical)
3,1.936,0.212,(±1?)
3,1.933,0.169,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.407,0.566,(±1%)
0,2.373,0.465,(±1%),(theoretical)
1,2.390,0.493,(±1%)
1,2.383,0.424,(±1%),(theoretical)
2,2.352,0.457,(±1%)
2,2.365,0.383,(±1%),(theoretical)
3,2.411,0.354,(±1%)
3,2.374,0.333,(±1%),(theoretical)


