FWHM Report - PSF:4 
HuPro 25.04.0p5 
2025-09-19 12:33:33
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.227,0.259,(±1?)
0,2.210,0.265,(±1?),(theoretical)
1,2.226,0.219,(±1?)
1,2.210,0.234,(±1?),(theoretical)
2,2.232,0.192,(±1?)
2,2.210,0.204,(±1?),(theoretical)
3,2.226,0.174,(±1?)
3,2.210,0.169,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.214,0.314,(±1?)
0,2.210,0.265,(±1?),(theoretical)
1,2.209,0.273,(±1?)
1,2.210,0.234,(±1?),(theoretical)
2,2.212,0.244,(±1?)
2,2.210,0.204,(±1?),(theoretical)
3,2.189,0.211,(±1?)
3,2.210,0.169,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.710,0.608,(±1%)
0,2.638,0.542,(±1%),(theoretical)
1,2.670,0.531,(±1%)
1,2.634,0.487,(±1%),(theoretical)
2,2.598,0.478,(±1%)
2,2.648,0.432,(±1%),(theoretical)
3,2.153,0.429,(±1%)
3,2.647,0.366,(±1%),(theoretical)


