FWHM Report - PSF:4 
HuPro 26.04.0p0 
2026-08-06 16:02:49
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.866,0.333,(±1%)
0,1.864,0.249,(±1%),(theoretical)
1,1.861,0.225,(±1%)
1,1.864,0.224,(±1%),(theoretical)
2,1.866,0.185,(±1%)
2,1.864,0.196,(±1%),(theoretical)
3,1.920,0.198,(±1%)
3,1.864,0.162,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.769,0.439,(±1%)
0,1.864,0.249,(±1%),(theoretical)
1,1.865,0.285,(±1%)
1,1.864,0.224,(±1%),(theoretical)
2,1.869,0.250,(±1%)
2,1.864,0.196,(±1%),(theoretical)
3,1.829,0.225,(±1%)
3,1.864,0.162,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.434,0.775,(±1%)
0,2.355,0.483,(±1%),(theoretical)
1,2.395,0.557,(±1%)
1,2.357,0.440,(±1%),(theoretical)
2,2.378,0.508,(±1%)
2,2.359,0.394,(±1%),(theoretical)
3,2.402,0.400,(±1%)
3,2.357,0.340,(±1%),(theoretical)


