FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-08-29 15:35:46
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.978,0.535,(indet)
0,3.977,0.346,(indet),(theoretical)
1,3.996,0.612,(indet)
1,3.977,0.316,(indet),(theoretical)
2,3.977,0.453,(indet)
2,3.977,0.291,(indet),(theoretical)
3,3.987,0.403,(indet)
3,3.977,0.245,(indet),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.003,0.511,(indet)
0,3.977,0.303,(indet),(theoretical)
1,3.989,0.588,(indet)
1,3.977,0.266,(indet),(theoretical)
2,3.987,0.442,(indet)
2,3.977,0.235,(indet),(theoretical)
3,3.989,0.391,(indet)
3,3.977,0.211,(indet),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.161,2.179,(±1?)
0,5.975,1.375,(±1?),(theoretical)
1,6.047,2.013,(±1?)
1,5.971,1.232,(±1?),(theoretical)
2,5.992,1.069,(±1?)
2,5.981,1.094,(±1?),(theoretical)
3,5.803,1.325,(±1?)
3,5.975,0.923,(±1?),(theoretical)


