FWHM Report - PSF:5 
HuPro 25.04.0p5 
2025-12-08 14:52:46
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.931,0.238,(±10%)
0,1.934,0.253,(±10%),(theoretical)
1,1.935,0.209,(±10%)
1,1.934,0.228,(±10%),(theoretical)
2,1.936,0.182,(±10%)
2,1.934,0.200,(±10%),(theoretical)
3,1.896,0.216,(±10%)
3,1.934,0.173,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.937,0.310,(±10%)
0,1.934,0.253,(±10%),(theoretical)
1,1.937,0.272,(±10%)
1,1.934,0.228,(±10%),(theoretical)
2,1.943,0.245,(±10%)
2,1.934,0.200,(±10%),(theoretical)
3,1.916,0.260,(±10%)
3,1.934,0.165,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.394,0.516,(±1%)
0,2.367,0.483,(±1%),(theoretical)
1,2.399,0.465,(±1%)
1,2.368,0.440,(±1%),(theoretical)
2,2.386,0.425,(±1%)
2,2.353,0.398,(±1%),(theoretical)
3,2.310,0.363,(±1%)
3,2.363,0.343,(±1%),(theoretical)


