FWHM Report - PSF:0 
HuPro 25.04.0p5 
2025-09-19 12:22:59
ch,maxX(µm),FWHMX(µm),precX,fit
0,10.443,1.129,(±1?)
0,10.441,0.766,(±1?),(theoretical)
1,10.446,0.975,(±1?)
1,10.441,0.675,(±1?),(theoretical)
2,10.446,0.844,(±1?)
2,10.441,0.585,(±1?),(theoretical)
3,10.472,0.874,(±1?)
3,10.441,0.485,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,10.459,1.115,(±1?)
0,10.441,0.766,(±1?),(theoretical)
1,10.449,0.959,(±1?)
1,10.441,0.675,(±1?),(theoretical)
2,10.453,0.842,(±1?)
2,10.441,0.585,(±1?),(theoretical)
3,10.429,0.861,(±1?)
3,10.441,0.485,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,41.694,11.568,(±1?)
0,41.992,11.693,(±1?),(theoretical)
1,42.058,10.739,(±1?)
1,41.992,10.420,(±1?),(theoretical)
2,41.996,9.700,(±1?)
2,41.992,9.194,(±1?),(theoretical)
3,40.159,11.202,(±1?)
3,41.992,7.700,(±1?),(theoretical)


