FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-08-29 13:25:59
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.108,0.274,(±1%)
0,2.105,0.272,(±1%),(theoretical)
1,2.107,0.231,(±1%)
1,2.105,0.238,(±1%),(theoretical)
2,2.107,0.197,(±1%)
2,2.105,0.207,(±1%),(theoretical)
3,2.100,0.191,(±1%)
3,2.105,0.174,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.100,0.350,(±1%)
0,2.105,0.272,(±1%),(theoretical)
1,2.106,0.265,(±1%)
1,2.105,0.238,(±1%),(theoretical)
2,2.103,0.244,(±1%)
2,2.105,0.207,(±1%),(theoretical)
3,2.125,0.212,(±1%)
3,2.105,0.174,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.774,0.850,(±1?)
0,2.673,0.588,(±1?),(theoretical)
1,2.724,0.692,(±1?)
1,2.664,0.530,(±1?),(theoretical)
2,2.703,0.617,(±1?)
2,2.670,0.470,(±1?),(theoretical)
3,2.492,0.493,(±1?)
3,2.683,0.401,(±1?),(theoretical)


