FWHM Report - PSF:2 
HuPro 26.04.0p0 
2026-08-06 15:57:17
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.243,0.318,(±1%)
0,2.256,0.297,(±1%),(theoretical)
1,2.251,0.281,(±1%)
1,2.256,0.267,(±1%),(theoretical)
2,2.250,0.242,(±1%)
2,2.256,0.234,(±1%),(theoretical)
3,2.266,0.214,(±1%)
3,2.256,0.194,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.257,0.352,(±1%)
0,2.256,0.297,(±1%),(theoretical)
1,2.257,0.303,(±1%)
1,2.256,0.267,(±1%),(theoretical)
2,2.255,0.276,(±1%)
2,2.256,0.234,(±1%),(theoretical)
3,2.242,0.233,(±1%)
3,2.256,0.194,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.208,0.827,(±1%)
0,3.185,0.660,(±1%),(theoretical)
1,3.207,0.719,(±1%)
1,3.191,0.603,(±1%),(theoretical)
2,3.198,0.634,(±1%)
2,3.172,0.546,(±1%),(theoretical)
3,3.107,0.626,(±1%)
3,3.172,0.469,(±1%),(theoretical)


