FWHM Report - PSF:1 
HuPro 25.04.0p5 
2025-08-29 15:36:47
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.255,0.260,(±1?)
0,2.245,0.272,(±1?),(theoretical)
1,2.253,0.240,(±1?)
1,2.245,0.241,(±1?),(theoretical)
2,2.252,0.194,(±1?)
2,2.245,0.209,(±1?),(theoretical)
3,2.247,0.187,(±1?)
3,2.245,0.174,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.262,0.329,(±1?)
0,2.245,0.272,(±1?),(theoretical)
1,2.268,0.303,(±1?)
1,2.245,0.241,(±1?),(theoretical)
2,2.263,0.242,(±1?)
2,2.245,0.209,(±1?),(theoretical)
3,2.252,0.207,(±1?)
3,2.245,0.174,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.058,0.793,(±1?)
0,2.964,0.619,(±1?),(theoretical)
1,2.986,0.716,(±1?)
1,2.966,0.554,(±1?),(theoretical)
2,2.934,0.607,(±1?)
2,2.965,0.490,(±1?),(theoretical)
3,2.792,0.694,(±1?)
3,2.969,0.414,(±1?),(theoretical)


