FWHM Report - PSF:2 
HuPro 25.04.0p5 
2025-12-08 14:45:29
ch,maxX(µm),FWHMX(µm),precX,fit
0,4.105,0.522,(indet)
0,0.000,-----
1,4.014,0.459,(indet)
1,0.000,-----
2,4.164,0.583,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,4.115,0.519,(indet)
0,0.000,-----
1,4.063,0.475,(indet)
1,0.000,-----
2,4.037,0.606,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.584,1.951,(±1?)
0,0.000,-----
1,5.856,1.814,(±1?)
1,0.000,-----
2,6.224,1.730,(±1?)
2,0.000,-----
3,0.000,-----
3,0.000,-----


