FWHM Report - PSF:3 
HuPro 26.04.0p0 
2026-08-06 16:00:03
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.020,0.261,(±1%)
0,2.029,0.257,(±1%),(theoretical)
1,2.028,0.236,(±1%)
1,2.029,0.231,(±1%),(theoretical)
2,2.030,0.192,(±1%)
2,2.029,0.202,(±1%),(theoretical)
3,2.039,0.198,(±1%)
3,2.029,0.167,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.042,0.338,(±1%)
0,2.029,0.257,(±1%),(theoretical)
1,2.049,0.303,(±1%)
1,2.029,0.231,(±1%),(theoretical)
2,2.041,0.262,(±1%)
2,2.029,0.202,(±1%),(theoretical)
3,2.035,0.224,(±1%)
3,2.029,0.167,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.624,0.730,(±1%)
0,2.578,0.548,(±1%),(theoretical)
1,2.604,0.628,(±1%)
1,2.583,0.501,(±1%),(theoretical)
2,2.595,0.552,(±1%)
2,2.580,0.451,(±1%),(theoretical)
3,2.397,0.517,(±1%)
3,2.568,0.388,(±1%),(theoretical)


