FWHM Report - PSF:0 
HuPro 26.04.0p0 
2026-08-06 16:11:16
ch,maxX(µm),FWHMX(µm),precX,fit
0,9.738,1.683,(±1%)
0,0.000,-----
1,9.926,1.263,(±1%)
1,0.000,-----
2,9.940,0.966,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxY(µm),FWHMY(µm),precY,fit
0,9.994,1.602,(±1%)
0,0.000,-----
1,9.973,1.215,(±1%)
1,0.000,-----
2,9.987,0.953,(±1%)
2,0.000,-----
3,0.000,-----
3,0.000,-----

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,41.290,13.674,(indet)
0,0.000,-----
1,40.624,11.207,(indet)
1,0.000,-----
2,40.078,10.155,(indet)
2,0.000,-----
3,0.000,-----
3,0.000,-----


