FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-12-08 14:46:37
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.422,0.304,(±10%)
0,2.417,0.269,(±10%),(theoretical)
1,2.429,0.276,(±10%)
1,2.417,0.239,(±10%),(theoretical)
2,2.431,0.249,(±10%)
2,2.417,0.212,(±10%),(theoretical)
3,2.460,0.256,(±10%)
3,2.417,0.185,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.439,0.327,(±10%)
0,2.417,0.269,(±10%),(theoretical)
1,2.427,0.295,(±10%)
1,2.417,0.239,(±10%),(theoretical)
2,2.433,0.273,(±10%)
2,2.417,0.209,(±10%),(theoretical)
3,2.407,0.245,(±10%)
3,2.417,0.173,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.976,0.816,(±1?)
0,2.979,0.665,(±1?),(theoretical)
1,2.985,0.705,(±1?)
1,2.986,0.602,(±1?),(theoretical)
2,2.956,0.660,(±1?)
2,2.984,0.545,(±1?),(theoretical)
3,2.907,0.909,(±1?)
3,2.972,0.472,(±1?),(theoretical)


