FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-09-19 12:31:33
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.354,0.253,(±1%)
0,2.368,0.272,(±1%),(theoretical)
1,2.365,0.232,(±1%)
1,2.368,0.241,(±1%),(theoretical)
2,2.369,0.208,(±1%)
2,2.368,0.209,(±1%),(theoretical)
3,2.377,0.184,(±1%)
3,2.368,0.174,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.374,0.330,(±1%)
0,2.368,0.272,(±1%),(theoretical)
1,2.375,0.292,(±1%)
1,2.368,0.241,(±1%),(theoretical)
2,2.374,0.262,(±1%)
2,2.368,0.209,(±1%),(theoretical)
3,2.293,0.204,(±1%)
3,2.368,0.174,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.108,0.835,(±1?)
0,2.952,0.619,(±1?),(theoretical)
1,3.026,0.667,(±1?)
1,2.965,0.554,(±1?),(theoretical)
2,2.978,0.606,(±1?)
2,2.973,0.491,(±1?),(theoretical)
3,2.650,0.754,(±1?)
3,2.967,0.414,(±1?),(theoretical)


