FWHM Report - PSF:6 
HuPro 25.04.0p5 
2026-03-03 13:49:34
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.403,0.295,(±1%)
0,1.407,0.185,(±1%),(theoretical)
1,1.404,0.255,(±1%)
1,1.407,0.163,(±1%),(theoretical)
2,1.404,0.214,(±1%)
2,1.407,0.149,(±1%),(theoretical)
3,1.416,0.313,(±1%)
3,1.407,0.129,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.406,0.285,(±1%)
0,1.407,0.185,(±1%),(theoretical)
1,1.413,0.286,(±1%)
1,1.407,0.162,(±1%),(theoretical)
2,1.408,0.208,(±1%)
2,1.407,0.141,(±1%),(theoretical)
3,1.402,0.240,(±1%)
3,1.407,0.119,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,1.731,0.626,(±1%)
0,1.829,0.395,(±1%),(theoretical)
1,1.731,0.593,(±1%)
1,1.815,0.344,(±1%),(theoretical)
2,1.715,0.559,(±1%)
2,1.803,0.302,(±1%),(theoretical)
3,1.793,0.601,(±1%)
3,1.790,0.254,(±1%),(theoretical)


