FWHM Report - PSF:4 
HuPro 26.04.0p0 
2026-08-19 12:08:13
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.850,0.310,(±1%)
0,1.804,0.170,(±1%),(theoretical)
1,1.789,0.240,(±1%)
1,1.804,0.205,(±1%),(theoretical)
2,1.783,0.313,(±1%)
2,1.804,0.232,(±1%),(theoretical)
3,1.790,0.294,(±1%)
3,1.804,0.252,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.835,0.269,(±1%)
0,1.804,0.170,(±1%),(theoretical)
1,1.833,0.204,(±1%)
1,1.804,0.205,(±1%),(theoretical)
2,1.834,0.242,(±1%)
2,1.804,0.232,(±1%),(theoretical)
3,1.827,0.245,(±1%)
3,1.804,0.252,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.208,0.909,(±1%)
0,2.319,0.382,(±1%),(theoretical)
1,2.373,0.640,(±1%)
1,2.321,0.442,(±1%),(theoretical)
2,2.352,0.699,(±1%)
2,2.317,0.488,(±1%),(theoretical)
3,2.325,0.692,(±1%)
3,2.336,0.531,(±1%),(theoretical)


