FWHM Report - PSF:2 
HuPro 24.10.0p6 
2025-08-27 15:20:12
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.835,0.213,(±10%)
0,1.804,0.181,(±10%),(theoretical)
1,1.807,0.243,(±10%)
1,1.804,0.212,(±10%),(theoretical)
2,1.808,0.304,(±10%)
2,1.804,0.235,(±10%),(theoretical)
3,1.794,0.305,(±10%)
3,1.804,0.256,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.800,0.185,(±10%)
0,1.804,0.172,(±10%),(theoretical)
1,1.818,0.206,(±10%)
1,1.804,0.208,(±10%),(theoretical)
2,1.823,0.234,(±10%)
2,1.804,0.235,(±10%),(theoretical)
3,1.818,0.266,(±10%)
3,1.804,0.256,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.370,0.463,(±1?)
0,2.375,0.384,(±1?),(theoretical)
1,2.433,0.495,(±1?)
1,2.389,0.443,(±1?),(theoretical)
2,2.425,0.568,(±1?)
2,2.391,0.489,(±1?),(theoretical)
3,2.417,0.650,(±1?)
3,2.385,0.534,(±1?),(theoretical)


