FWHM Report - PSF:7 
HuPro 25.04.0p5 
2025-11-04 16:43:41
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.006,0.212,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.951,0.246,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.960,0.294,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.945,0.303,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.947,0.187,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.948,0.243,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.947,0.262,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.944,0.301,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.607,0.641,(±1?)
0,2.692,0.462,(±1?),(theoretical)
1,2.729,0.704,(±1?)
1,2.694,0.534,(±1?),(theoretical)
2,2.697,0.767,(±1?)
2,2.704,0.587,(±1?),(theoretical)
3,2.745,0.878,(±1?)
3,2.700,0.638,(±1?),(theoretical)


