FWHM Report - PSF:3 
HuPro 25.04.0p5 
2025-08-29 16:26:45
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.859,0.477,(±10%)
0,3.640,0.242,(±10%),(theoretical)
1,3.705,0.428,(±10%)
1,3.640,0.266,(±10%),(theoretical)
2,3.747,0.498,(±10%)
2,3.640,0.299,(±10%),(theoretical)
3,3.714,0.518,(±10%)
3,3.640,0.332,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.479,0.472,(±10%)
0,3.640,0.214,(±10%),(theoretical)
1,3.641,0.454,(±10%)
1,3.640,0.262,(±10%),(theoretical)
2,3.659,0.524,(±10%)
2,3.640,0.299,(±10%),(theoretical)
3,3.640,0.569,(±10%)
3,3.640,0.332,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.502,2.033,(±1?)
0,6.304,0.847,(±1?),(theoretical)
1,6.236,2.017,(±1?)
1,6.307,0.970,(±1?),(theoretical)
2,6.119,2.123,(±1?)
2,6.272,1.064,(±1?),(theoretical)
3,6.237,2.484,(±1?)
3,6.278,1.166,(±1?),(theoretical)


