FWHM Report - PSF:2 
HuPro 25.04.0p5 
2025-09-03 13:52:05
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.528,1.519,(±1%)
0,6.370,0.364,(±1%),(theoretical)
1,6.461,0.631,(±1%)
1,6.370,0.443,(±1%),(theoretical)
2,6.451,0.737,(±1%)
2,6.370,0.509,(±1%),(theoretical)
3,6.453,0.813,(±1%)
3,6.370,0.566,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.352,1.013,(±1%)
0,6.370,0.364,(±1%),(theoretical)
1,6.421,0.706,(±1%)
1,6.370,0.443,(±1%),(theoretical)
2,6.420,0.815,(±1%)
2,6.370,0.509,(±1%),(theoretical)
3,6.438,0.954,(±1%)
3,6.370,0.566,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,24.944,4.637,(±1?)
0,18.916,3.609,(±1?),(theoretical)
1,19.138,5.575,(±1?)
1,18.855,4.116,(±1?),(theoretical)
2,19.432,6.115,(±1?)
2,18.782,4.489,(±1?),(theoretical)
3,19.408,6.849,(±1?)
3,18.702,4.854,(±1?),(theoretical)


