FWHM Report - PSF:10 
HuPro 25.04.0p5 
2025-11-04 16:48:39
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.827,0.196,(±1%)
0,1.818,0.169,(±1%),(theoretical)
1,1.819,0.236,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.825,0.299,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.815,0.305,(±1%)
3,1.818,0.252,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.843,0.200,(±1%)
0,1.818,0.169,(±1%),(theoretical)
1,1.825,0.215,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.833,0.250,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.827,0.268,(±1%)
3,1.818,0.252,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.438,0.466,(±1?)
0,2.374,0.382,(±1?),(theoretical)
1,2.415,0.526,(±1?)
1,2.388,0.443,(±1?),(theoretical)
2,2.412,0.590,(±1?)
2,2.390,0.490,(±1?),(theoretical)
3,2.421,0.670,(±1?)
3,2.396,0.535,(±1?),(theoretical)


