FWHM Report - PSF:5 
HuPro 26.04.0p0 
2026-08-19 12:10:11
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.821,0.216,(±1%)
0,1.818,0.170,(±1%),(theoretical)
1,1.818,0.238,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.803,0.312,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.809,0.298,(±1%)
3,1.818,0.253,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.820,0.185,(±1%)
0,1.818,0.170,(±1%),(theoretical)
1,1.823,0.186,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.823,0.227,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.819,0.240,(±1%)
3,1.818,0.253,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.308,0.436,(±1%)
0,2.360,0.403,(±1%),(theoretical)
1,2.353,0.486,(±1%)
1,2.359,0.467,(±1%),(theoretical)
2,2.339,0.553,(±1%)
2,2.362,0.514,(±1%),(theoretical)
3,2.339,0.606,(±1%)
3,2.358,0.560,(±1%),(theoretical)


