FWHM Report - PSF:4 
HuPro 25.04.0p5 
2025-10-15 15:19:57
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.488,0.229,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.971,0.250,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.971,0.289,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.974,0.320,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.796,0.255,(±1%)
0,1.948,0.178,(±1%),(theoretical)
1,1.950,0.239,(±1%)
1,1.948,0.216,(±1%),(theoretical)
2,1.948,0.269,(±1%)
2,1.948,0.244,(±1%),(theoretical)
3,1.945,0.324,(±1%)
3,1.948,0.266,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,1.870,1.351,(±1?)
0,2.695,0.461,(±1?),(theoretical)
1,2.723,0.712,(±1?)
1,2.696,0.534,(±1?),(theoretical)
2,2.691,0.784,(±1?)
2,2.707,0.587,(±1?),(theoretical)
3,2.754,0.917,(±1?)
3,2.703,0.639,(±1?),(theoretical)


